Confined Fifteen Months.,20,,
"Twelve Months' Hard Labour,",19,,
Seven Years' Each In Penal Servitude.,19,,
Six Weeks' Imprisonment.,19,,
One Month'S Imprisonment Each,19,,
Nine Months Imprisonment.,19,,
Five Years Each In Penal Servitude,19,,
Five Years Penal Servitude Each,19,,
Eighteen Month' Imprisonment.,19,,
Eight Months' Hard Labour Each,19,,
Eighteen Month'S Imprisonment.,19,,
Twelve Months Hard Labour,18,,
Six Months Imprisonment.,18,,
Nine Months' Imprisonment Each.,18,,
Eighteen Month' Hard Labour.,18,,
Eighteen Months' Hard Labour;,18,,
Confined Twelve Months Each.,18,,
Twelve Months Hard Labour Each,17,,
Three Months' Imprisonment In The Second Division,17,,
Three Years' Penal Servitude Each.,17,,
"Three Years' Penal Servitude,",17,,
Seven Months' Hard Labour.,17,,
Nine Months' Hard Labour;,17,,
Four Months' Hard Labour Each.,17,,
Confined One Month Each,17,,
14 Months' Hard Labour,17,,
Twelve Month' Imprisonment.,16,,
Seven Years' Penal Servitude;,16,,
Seven Year'S Penal Servitude.,16,,
Six Years Penal Servitude,16,,
Four Months Hard Labour.,16,,
Four Years Of Penal Servitude.,16,,
Confined Two Months Each,16,,
"Confined Twelve Months,",16,,
Confined Ten Months,16,,
Confined Eight Months.,16,,
20 Months' Hard Labour.,16,,
Two Months In The Second Division.,15,,
Three Months Hard Labour.,15,,
One Months' Imprisonment.,15,,
Confined Two Years.,15,,
Confined Two Months.,15,,
—Twelve Months' Hard Labour.,15,,
Twenty-Two Months' Hard Labour.,14,,
"Three Years' Penal Servitude On Each Indictment, To Run Concurrently.",14,,
Three Months' Imprisonment In The Second Division.,14,,
Three Months In The Second Division,14,,
Seven Years Penal Servitude,14,,
One Month In The Second Division.,14,,
Nine Months In The Second Division.,14,,
Nine Months Hard Labour,14,,
Four Years' Penal Servitude Each.,14,,
Four Tears Penal Servitude.,14,,
"Confined Three Months, The Last Week Solitary",14,,
10 Months' Hard Labour,14,,
Twelve Years' Penal Servitude,13,,
Ten Years' Penal Servitude Each.,13,,
Ten Years Penal Servitude,13,,
Three Years Penal Servitude,13,,
Six Month' Imprisonment.,13,,
Six Days' Imprisonment.,13,,
Six Years' Penal Servitude Each,13,,
Six Weeks' Hard Labour,13,,
Nine Month' Hard Labour.,13,,
Five Tears' Penal Servitude.,13,,
Four Days' Imprisonment,13,,
Confined Two Month,13,,
"Eighteen Months' Imprisonment,",13,,
Eighteen Months Imprisonment,13,,
"Confined Three Months,",13,,
12 Months' Imprisonment,13,,
Twelve Months'Hard Labour.,12,,
Two Months' Hard Labour Each,12,,
Three Months' Imprisonment Each,12,,
Ten Months' Imprisonment.,12,,
Ten Months Hard Labour.,12,,
Six Months' Hard Labour;,12,,
Seven Years Each In Penal Servitude.,12,,
Nine Days' Imprisonment.,12,,
One Month.,12,,
Fourteen Years' Penal Servitude,12,,
Fourteen Days' Imprisonment.,12,,
Fifteen Years Penal Servitude.,12,,
Confined Two Years; Two Months Solitary,12,,
Confined For One Month,12,,
Confined One Year; Three Months Solitary,12,,
Confined Six Months;,12,,
18 Months,12,,
Confined Eighteen Months' Each,12,,
10 Years' Penal Servitude,12,,
Twenty Years' Penal Servitude,11,,
Two Months' Imprisonment Each,11,,
Ten Years' Each In Penal Servitude.,11,,
Sixteen Months' Hard Labour.,11,,
Three Months.,11,,
Six Months' In The Second Division.,11,,
Six Month'S Imprisonment.,11,,
One Month'S Imprisonment Without Hard Labour,11,,
"One Month'S Imprisonment, Second Division",11,,
Nine Month'S Hard Labour.,11,,
Fourteen Days' Hard Labour.,11,,
Five Years' Penal Servitude Each;,11,,
Five Years In A Reformatory,11,,
Eight Months Hard Labour.,11,,
Eighteen Months Hard Labour,11,,
Eighteen Months Hard Labour Each,11,,
Confined Three Months; One Week Solitary,11,,
Twelve Months Imprisonment Each,10,,
Twelve Months Hard Labour Each.,10,,
Two Years' Imprisonment Each.,10,,
To Be Detained Until Her Majesty'S Pleasure Be Known,10,,
Six Months Hard Labour Each,10,,
Six Months Hard Labour,10,,
"Nine Months' Hard Labour,",10,,
One Week'S Imprisonment,10,,
"Nine Months' Imprisonment, Second Division.",10,,
Nine Month'S Imprisonment.,10,,
Four Months In The Second Division.,10,,
Four Years' Penal Servitude;,10,,
Eighteen Months,10,,
Confined Six Months—Three Weeks Solitary,10,,
Confined Three,10,,
Confined One Year; One Month Solitary,10,,
Two Years Imprisonment.,9,,
Two Months' Imprisonment Without Hard Labour,9,,
"Two Months' Imprisonment, Second Division.",9,,
Three Months,9,,
Thirteen Months' Hard Labour.,9,,
Six Months,9,,
Six Months' Imprisonment In The Second Division.,9,,
Six Months' Imprisonment In The Second Division,9,,
"Six Months' Imprisonment, Second Division",9,,
Six Months In The Second Division,9,,
"One Month'S Imprisonment,",9,,
Five Years'Penal Servitude.,9,,
Four Years Each In Penal Servitude.,9,,
"Four Months' Imprisonment, Second Division",9,,
Eighteen Month'S Imprisonment,9,,
Confined Two Tears,9,,
Confined Nine Months Each.,9,,
Confined For Six Weeks,9,,
Confined Three Months—Three Weeks Solitary,9,,
Confined One Years,9,,
Confined Nine Months More,9,,
"Twelve Months' Hard Labour In Respect Of Each Offence, To Run Concurrently",8,,
"Twelve Months' Imprisonment,",8,,
Two Years' Penal Servitude.,8,,
Two Years' Imprisonment Under The Borstal System.,8,,
Two Years' Hard Labour Each.,8,,
Two Months' Without Hard Labour.,8,,
"Twelve Months, Hard Labour.",8,,
Twelve Months Imprisonment,8,,
Ten Days' Imprisonment.,8,,
Three Years Each In A Reformatory.,8,,
"Three Months' Imprisonment,",8,,
Three Years Each In Penal Servitude.,8,,
"Ten Years' Penal Servitude,",8,,
Ten Months' Hard Labour Each.,8,,
Ten Years' Penal Servitude;,8,,
Seven Years Each In Penal Servitude,8,,
Six Months Without Hard Labour.,8,,
Ordered To Be Detained During His Majesty'S Pleasure.,8,,
Mr. Justice Channell Sentenced Each Prisoner To Five Years' Penal Servitude.,8,,
Nine Months.,8,,
One Month In Newgate,8,,
Ordered To Be Detained During His Majesty'S Pleasure,8,,
Five Year Penal Servitude.,8,,
Four Month'S Hard Labour.,8,,
Four Month' Hard Labour.,8,,
"Four Months' Hard Labour In Respect Of Each Offence, To Run Concurrently",8,,
Four Months Imprisonment.,8,,
Four Tears' Penal Servitude.,8,,
Confined Two Months; Two Weeks Solitary,8,,
Eight Days' Imprisonment.,8,,
Confined Two Years In The Penitentiary,8,,
"Fifteen Months' Hard Labour,",8,,
Confined Fourteen Days Each,8,,
Confined One Month In Newgate,8,,
"Confined One Month, The Last Week Solitary",8,,
"Confined Four Months,",8,,
"Confined One Month,",8,,
Confined For Two Years,8,,
Confined Fourteen Days.,8,,
Confined Six Months; One Month Solitary,8,,
Confined Six Months; One Week Solitary,8,,
Confined One Year; Three Weeks Solitary,8,,
"12 Months, Hard Labour",8,,
—Eighteen Months' Hard Labour.,8,,
"Twelve Months' Imprisonment, Second Division.",7,,
Twelve Months'Imprisonment.,7,,
Twenty Years Each In Penal Servitude.,7,,
Twelve Months.,7,,
Twelve Months' Without Hard Labour.,7,,
Two Year'S Imprisonment Each,7,,
Two Years Hard Labour.,7,,
Twenty-One Months' Hard Labour.,7,,
Ten Year'S Penal Servitude.,7,,
Ten Tears' Penal Servitude.,7,,
Ten Years Each In Penal Servitude.,7,,
Three Years' Each In Penal Servitude.,7,,
Three Months' Without Hard Labour.,7,,
Three Months Imprisonment.,7,,
Six Months' Imprisonment Each.,7,,
Seven Days' Imprisonment,7,,
Six Months.,7,,
Nine Months Hard Labour Each,7,,
Nine Months Imprisonment,7,,
Ordered To Be Detained During Her Majesty'S Pleasure.,7,,
Nine Months' Imprisonment In The Second Division.,7,,
One Months' Hard Labour,7,,
"Nine Months' Imprisonment, Second Division",7,,
One Day'S Imprisonment Each,7,,
Five Months' Imprisonment.,7,,
Four Months' Without Hard Labour.,7,,
Five Year'S Penal Servitude,7,,
Four Months In The Second Division,7,,
Eighteen Month' Hard Labour Each,7,,
Eight Year'S Penal Servitude.,7,,
"Eighteen, Months' Imprisonment.",7,,
Fifteen Month'S Hard Labour.,7,,
Fifteen Months' Imprisonment Each.,7,,
Eighteen Month'S Hard Labour Each,7,,
Eighteen Month Imprisonment.,7,,
Confined Twelve Months;,7,,
"Confined Fourteen Days, Solitary",7,,
Confined One Year Each,7,,
Confined Six Months; Four Weeks Solitary,7,,
"Confined Six Months, One Month Solitary",7,,
Confined Nine Months' Each,7,,
Confined One Month; The Last Week Solitary,7,,
Confined Six Months Each.,7,,
Confined Seven Months,7,,
Confined Eight Months Each,7,,
—Eighteen Months' Imprisonment.,7,,
"18 Months, Hard Labour",7,,
Cofined Three Months,7,,
.—Five Years' Penal Servitude,7,,
15 Months' Hard Labour.,7,,
"18 Months' Hard Labour On Each Indictment, Run Concurrently.",7,,
Twelve Years Penal Servitude Each,6,,
Two Years' Hard Labour;,6,,
Twentyone Months' Hard Labour,6,,
Twelve Months' Imprisonment Without Hard Labour,6,,
Two Months.,6,,
"Two Months' Imprisonment, Second Division",6,,
Two Months' Hard Labour Each.,6,,
Years' Penal Servitude.,6,,
Three Years' Penal Servitude Each;,6,,
Three Years' Detention In A Borstal Institution.,6,,
Three Year'S Penal Servitude.,6,,
To Be Detained During Her Majesty'S Pleasure,6,,
Six Year'S Penal Servitude.,6,,
Six Months'Hard Labour.,6,,
Six Years Each In Penal Servitude.,6,,
Seven Days' Imprisonment.,6,,
"Six Months' Hard Labour,",6,,
Six Weeks' Imprisonment Without Hard Labour,6,,
Prisoner Was Ordered To Be Detained During His Majesty'S Pleasure,6,,
One Months' Imprisonment Each,6,,
Nine Month' Imprisonment.,6,,
One Month'S Hard Labour Each,6,,
One Day'S Imprisonment Each.,6,,
"Nine Months' Imprisonment, Second Division, On Each Indictment, To Run Concurrently.",6,,
One Days' Imprisonment.,6,,
One Year And Ten Months' Hard Labour.,6,,
Nine Days' Imprisonment,6,,
Nine Month'S Imprisonment,6,,
Fourteen Months' Hard Labour,6,,
Five Years' Penal Servitude And,6,,
Five Year' Penal Servitude.,6,,
Four Months' Hard Labour;,6,,
Four Months,6,,
Eight Months' Imprisonment Each,6,,
Fifteen Month' Hard Labour.,6,,
Eighteen Month' Imprisonment Each,6,,
Eight Months' Hard Labour Each.,6,,
"Eighteen Months' Hard Labour Each,",6,,
Eighteen Month'S Hard Labour,6,,
Confined One Month; Last Week Solitary,6,,
Confined One Year In The Penitentiary,6,,
Confined Three Months More,6,,
Confined There Months,6,,
"Confined Six Months, Without Hard Labour",6,,
Confined One Tear,6,,
Confined For Nine Months,6,,
Confined Six Months More,6,,
Confined Three Months;,6,,
And Three Years In A Reformatory.,6,,
Confined Fifteen Month Each,6,,
Confined Eighteen Months Each.,6,,
"18 Months' Imprisonment, Second Division.",6,,
2 Years' Hard Labour,6,,
22 Months' Hard Labour,6,,
Two Year'S Hard Labour.,5,,
Two Days' Imprisonment Each,5,,
Two Year'S Imprisonment.,5,,
Twelve Months,5,,
Two Tears' Imprisonment.,5,,
Twelve Months' Imprisonment. And,5,,
Twenty Months Hard Labour.,5,,
Twenty Years Penal Servitude.,5,,
Ten Months' Hard Labour;,5,,
Ten Tears' Penal Servitude,5,,
Three And A Half Years' Penal Servitude,5,,
"Three Years' Penal Servitude On Each Indictment, To Run Concurrently",5,,
"Three Days' Imprisonment,",5,,
Ten Days' Imprisonment,5,,
Ten Month' Hard Labour.,5,,
Three Weeks' Hard Labour,5,,
Ten Years Penal Servitude Each,5,,
Three Months' Imprisonment Without Hard Labour,5,,
Seven Yean' Penal Servitude.,5,,
Seven Months' Hard Labour,5,,
Penal Servitude For Life.,5,,
Six Years' Penal Servitude Each.,5,,
Seven Years'Penal Servitude.,5,,
Six Months' Imprisonment Without Hard Labour.,5,,
Seven Year'S Penal Servitude,5,,
"Six Months' Imprisonment,",5,,
Six Tears Penal Servitude.,5,,
Six Month'S Hard Labour,5,,
Six Months',5,,
One Month In The Second Division Each,5,,
Nine Months' Hard Labour Each;,5,,
One Month'S Imprisonment In The Second Division,5,,
Nine Month'S Imprisonment Each,5,,
One Year'S Imprisonment.,5,,
Nine Months Imprisonment Each,5,,
"Horace Barrow, Cecil Carr, Stanley Orris, And Frank Kite To Be Sent To A Certified Reformatory School Or Ship For Four Years",5,,
One Month,5,,
Nine Months,5,,
One Month Hard Labour,5,,
"One Month'S Imprisonment, Second Division.",5,,
One Month Hard Labour Each,5,,
One Year'S Imprisonment,5,,
Four Month'S Imprisonment.,5,,
Five Years' In A Reformatory.,5,,
Five Days' Imprisonment,5,,
"Five Years, Penal Servitude",5,,
Eleven Months' Hard Labour.,5,,
Fifteen Month'S Imprisonment.,5,,
Fifteen Month'S Hard Labour,5,,
"Eight Months' Hard Labour Upon Each Indictment, To Run Concurrently.",5,,
Fifteen Months,5,,
Eighteen Months'Imprisonment.,5,,
Eighteen Month' Imprisonment,5,,
Confined Six Moths,5,,
Confined Twelve,5,,
"Confined One Month, One Week Solitary",5,,
Confined For Seven Days,5,,
Confined Twenty-One Days,5,,
"Confined One Year,",5,,
Confined Six Mouths,5,,
Confined Fourteen Day,5,,
Confined Three Mouths,5,,
.—Seven Years' Penal Servitude,5,,
Confined Eleven Days,5,,
—Twelve Months' Imprisonment.,5,,
20 Months' Hard Labour;,5,,
Confined Fifteen Month,5,,
9 Months' Hard Labour,5,,
Confined Fifteen Months Each,5,,
And To Be Detained In Prison Pending Reception By Reformatory,5,,
"Two Months' Imprisonment,",4,,
Twelve Months' Bard Labour.,4,,
Twelve Month' Hard Labour Each,4,,
Two Years' Detention In A Borstal Institution.,4,,
Twenty Months' Hard Labour Each.,4,,
Twenty-One Months' Hard Labour,4,,
Twelve Months In The Second Division,4,,
Twelve Month' Imprisonment,4,,
Twelve Months Each Without Hard Labour.,4,,
Twenty-Two Months' Hard Labour,4,,
"Two Years' Hard Labour On Each Indictment, To Run Concurrently.",4,,
Twenty Years' Each In Penal Servitude.,4,,
Two Months Hard Labour.,4,,
Three Years' Penal Servitude For Obtaining Money By False Pretences,4,,
"Three Years, Penal Servitude",4,,
Ten Years' Each In Penal Servitude,4,,
Three Years' Penal Servitude; To Run Concurrently,4,,
Ten Month'S Hard Labour.,4,,
Three Month'S Imprisonment,4,,
Three Month'S Hard Labour.,4,,
"Three Months' Imprisonment, Without Hard Labour",4,,
Ten Years Each In Penal Servitude,4,,
Ten Year'S Penal Servitude,4,,
Three Months Without Hard Labour.,4,,
Three Months Each In The Second Division.,4,,
"Three Months, Hard Labour",4,,
Three Weeks' Hard Labour.,4,,
To Be Followed By Five Years' Preventive Detention;,4,,
Three Weeks' Imprisonment.,4,,
To Be Followed By Five Years' Preventive Detention,4,,
Three Months Hard Labour,4,,
The Prisoners Were Each Sentenced To Penal Servitude For Life,4,,
"Ten Months' Imprisonment, Second Division.",4,,
To Be Detained Till Her Majesty'S Pleasure Be Known,4,,
"Six Months, Hard Labour.",4,,
Six Months' Hard Labour Each;,4,,
Seven Tears' Penal Servitude.,4,,
Seven Years'Penal Servitude,4,,
Seven Days.,4,,
Six Years' Penal Servitude;,4,,
Six Weeks Without Hard Labour.,4,,
"Reed And Welch, 12 Months' Hard Labour Each",4,,
Seven Years' Each In Penal Servitude,4,,
Six Months' Imprisonment; The Recorder Expressing The Hope That The Leniency Now Shown Would Not Be Misplaced.,4,,
One Months' Imprisonment,4,,
"One Month'S Imprisonment, Second Division;",4,,
One Month In The Second Division,4,,
He Was Ordered To Be Detained During His Majesty'S Pleasure,4,,
"Nine Months, Hard Labour.",4,,
One Month'S Imprisonment In The Second Division.,4,,
"Nine Months' Hard Labour On Each Indictment, To Run Concurrently",4,,
Nine Months Each.,4,,
One Month'S Hard Labour Each.,4,,
"Nine Months, Hard Labour",4,,
"For The Prosecution, Described The Systematic Frauds By The Prisoner As The Largest Ever Attempted On The Savings Sank Department Of The Post-Office.—Five Years' Penal Servitude.",4,,
"For The Robbery With Violence, Eight Years' Penal Servitude, The Sentences To Run Concurrently",4,,
Five Years' Penal Servitude Each On The Charge Of Obtaining Money By False Pretences,4,,
"Four Months' Hard Labour,",4,,
Five Calendar Months' In The Second Division.,4,,
Five Years* Penal Servitude.,4,,
Five Years Penal Servitude Each.,4,,
Fourteen Years Penal Servitude.,4,,
Five Years' Preventive. Detention.,4,,
Four Months' Imprisonment In The Second Division.,4,,
Fourteen Days' Imprisonment,4,,
Five Tears Each In Penal Servitude,4,,
"Five Months' Imprisonment, Second Division.",4,,
"For Assaulting The Police, Five Years' Penal Servitude",4,,
Four Year Penal Servitude.,4,,
Five Years' Preventive Detention;,4,,
Five Years' Each In Penal Servitude,4,,
Five Years' Penal Servitude; For Robbery With Violence,4,,
"Haynes, Five Years' Penal Servitude.",4,,
Four Days Imprisonment Each,4,,
Eight Years Penal Servitude,4,,
Each Four Years' Penal Servitude,4,,
Eight Years' Penal Servitude;,4,,
"Eighteen Months, Hard Labour Each.",4,,
Fifteen Years' Each In Penal Servitude,4,,
Confined Two Year,4,,
Eight Month' Hard Labour.,4,,
"Eighteen Months' Hard Labour, The Jury Stating That They Were Ringleaders, And The Worst Of The Rioters.",4,,
Fifteen Months' Hard Labour;,4,,
"Fifteen, Months' Hard Labour On The First Indictment;",4,,
Eighteen Month' Hard Labour Each.,4,,
Eight Months' Hard Labour;,4,,
Each Three Years' Penal Servitude,4,,
Eighteen Months' Imprisonment And,4,,
Each Two Consecutive Terms Of Five Years' Penal Servitude Upon Different Counts;,4,,
"Confined Two Months,",4,,
"Fifteen Months' Hard Labour Each, Three Months Of Noeberg'S Sentence To Be Concurrent With Twelve Months He Was Undergoing",4,,
"Each Prisoner Six Months' Hard Labour On Each Count, To Run Concurrently.",4,,
Each 12 Months' Hard Labour,4,,
Confined Two Years' Each,4,,
Eight Years'S Penal Servitude Each,4,,
Fifteen Years' Each Penal Servitude.,4,,
"Fifteen Months' Imprisonment, Second Division.",4,,
Eleven Months Each All In The Second Division.,4,,
"Eighteen Month' Hard Labour For The Bigamy And Falsification Of Accounts, To Run Concurrently.",4,,
Each Six Months' Hard Labour.,4,,
Eight Month'S Hard Labour.,4,,
Fifteen Month' Imprisonment.,4,,
Eleven Days' Imprisonment.,4,,
"Eight Months' Imprisonment, Second Division.",4,,
Confined Twelve Months' Each,4,,
Confined Six Weeks From The Date Of Their Commitment,4,,
"Confined Three Months, Without Hard Labour",4,,
Confined For Fourteen Days,4,,
Confined Twelve Months; One Month Solitary,4,,
Confined Three Months Each.,4,,
Confined One Fortnight,4,,
Confined Four Months; Four Weeks Solitary,4,,
Confined Sir Months,4,,
Confined Four Mouths,4,,
Confined Three Months; Last Week Solitary,4,,
Confined Stx Months,4,,
Confined Six,4,,
"Confined One Month, Solitary",4,,
"Confined Six Months, The Last Week Solitary",4,,
Confined One Month; Seven Days Solitary,4,,
Confined Six Days.,4,,
"15 Months' Hard Labour On Each Indictment, To Run Concurrently.",4,,
"12 Months' Hard Labour. (On The Appeal Of Mr. Walter Frampton, And After Consulting The Alderman, The Judge Commuted This Sentence) To 12 Months' Imprisonment In The Second Division.)",4,,
Confined Eight Month,4,,
6 Months' Hard Labour,4,,
Confined Eighteen Month Each,4,,
12 Months.,4,,
18 Months' Hard Labour;,4,,
.—Twelve Months' Hard Labour,4,,
—Three Years' Penal Servitude.,4,,
12 Months' Hard Labour;,4,,
Confined Eighteen,4,,
Be Imprisoned Till That Fine Be Paid,4,,
Confined Eighteen Months;,4,,
Confined 18 Months,4,,
—Nine Months' Hard Labour.,4,,
—Three Months' Imprisonment.,4,,
—Five Years' Penal Servitude.,4,,
Confined Eight Days.,4,,
.—Three Years' Penal Servitude,4,,
Twenty Months',3,,
"Two Years' Hard Labour On Each Count, To Run Concurrently",3,,
Two Years' Each In Penal Servitude,3,,
Two Days Imprisonment.,3,,
Twelve Months' Hard Labour:,3,,
Twelve Years Penal Servitude.,3,,
Two Years Imprisonment Each,3,,
Twelve Months' Imprisoment.,3,,
